Plate,Row,Column,Sample Name,Original sample name,Our label of the plate,Volume (ul),Concentration (ng/ul),Organism,Sex,Sample Description,Method of quantification,Purpose
8,H3,,4866-KIU-0759,CSD16-DOH-095,CSD16 - 9,~30,0.028996251,,,Pico green,Library prep for shot gun sequencing,
8,H4,,4866-KIU-0760,CSD16-DOH-096,CSD16 - 9,~30,0.037038083,,,Pico green,Library prep for shot gun sequencing,
8,H5,,4866-KIU-0761,CSD16-DOH-097,CSD16 - 9,~30,0.046498416,,,Pico green,Library prep for shot gun sequencing,
8,H6,,4866-KIU-0762,CSD16-DOH-098,CSD16 - 9,~30,0.10107018,,,Pico green,Library prep for shot gun sequencing,
8,H7,,4866-KIU-0763,CSD16-DOH-099,CSD16 - 9,~30,1.794553183,,,Pico green,Library prep for shot gun sequencing,
8,H8,,4866-KIU-0764,CSD16-DOH-100,CSD16 - 9,~30,0.339597196,,,Pico green,Library prep for shot gun sequencing,
8,H9,,4866-KIU-0765,CSD16-DOH-101,CSD16 - 9,~30,0.359287406,,,Pico green,Library prep for shot gun sequencing,
8,H10,,4866-KIU-0766,CSD16-DOH-102,CSD16 - 9,~30,0.471515133,,,Pico green,Library prep for shot gun sequencing,
8,H11,,4866-KIU-0767,CSD16-DOH-103,CSD16 - 9,~30,1.094712682,,,Pico green,Library prep for shot gun sequencing,
8,H12,,4866-KIU-0768,CSD16-DOH-104,CSD16 - 9,~30,0.06167825,,,Pico green,Library prep for shot gun sequencing,
9,A,1,4866-KIU-0769,CSD16-MEL-0001,CSD16- 10,~30,0.094041566,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,A,2,4866-KIU-0770,CSD16-MEL-0002,CSD16- 10,~30,0.105395666,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,A,3,4866-KIU-0771,CSD16-MEL-0003,CSD16- 10,~30,0.021967715,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,A,4,4866-KIU-0772,CSD16-MEL-0004,CSD16- 10,~30,0.054055388,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,A,5,4866-KIU-0773,CSD16-MEL-0005,CSD16- 10,~30,0.016537493,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,A,6,4866-KIU-0774,CSD16-MEL-0006,CSD16- 10,~30,0.046156884,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,A,7,4866-KIU-0775,CSD16-MEL-0007,CSD16- 10,~30,0.032828158,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,A,8,4866-KIU-0776,CSD16-MEL-0008,CSD16- 10,~30,0.025916967,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,A,9,4866-KIU-0777,CSD16-MEL-0009,CSD16- 10,~30,0.035296441,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,A,10,4866-KIU-0778,CSD16-MEL-0010,CSD16- 10,~30,0.029372563,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,A,11,4866-KIU-0779,CSD16-MEL-0011,CSD16- 10,~30,0.175001234,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,A,12,4866-KIU-0780,CSD16-MEL-0012,CSD16- 10,~30,0.040726662,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,B,1,4866-KIU-0781,CSD16-MEL-0013,CSD16- 10,~30,0.106876635,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,B,2,4866-KIU-0782,CSD16-MEL-0014,CSD16- 10,~30,0.187836304,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,B,3,4866-KIU-0783,CSD16-MEL-0015,CSD16- 10,~30,0.190304586,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,B,4,4866-KIU-0784,CSD16-MEL-0016,CSD16- 10,~30,0.033321815,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,B,5,4866-KIU-0785,CSD16-MEL-0017,CSD16- 10,~30,0.000740485,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,B,6,4866-KIU-0786,CSD16-MEL-0018,CSD16- 10,~30,0.00567705,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,B,7,4866-KIU-0787,CSD16-MEL-0024,CSD16- 10,~30,0.040233006,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,B,8,4866-KIU-0788,CSD16-MEL-0025,CSD16- 10,~30,0.035296441,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,B,9,4866-KIU-0789,CSD16-MEL-0026,CSD16- 10,~30,0.046650541,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,B,10,4866-KIU-0790,CSD16-MEL-0027,CSD16- 10,~30,0.014069211,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,B,11,4866-KIU-0791,CSD16-MEL-0028,CSD16- 10,~30,0.052574419,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,B,12,4866-KIU-0792,CSD16-MEL-0029,CSD16- 10,~30,0.051093449,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,C,1,4866-KIU-0793,CSD16-MEL-0030,CSD16- 10,~30,0.117243422,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,C,2,4866-KIU-0794,CSD16-MEL-0031,CSD16- 10,~30,0.132053117,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,C,3,4866-KIU-0795,CSD16-MEL-0032,CSD16- 10,~30,0.012094585,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,C,4,4866-KIU-0796,CSD16-MEL-0033,CSD16- 10,~30,0.029866219,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,C,5,4866-KIU-0797,CSD16-MEL-0034,CSD16- 10,~30,0.012588241,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,C,6,4866-KIU-0798,CSD16-MEL-0035,CSD16- 10,~30,0.040726662,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,C,7,4866-KIU-0799,CSD16-MEL-0036,CSD16- 10,~30,0.086143062,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,C,8,4866-KIU-0800,CSD16-MEL-0042,CSD16- 10,~30,0.026410623,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,C,9,4866-KIU-0801,CSD16-MEL-0043,CSD16- 10,~30,0.052574419,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,C,10,4866-KIU-0802,CSD16-MEL-0044,CSD16- 10,~30,-0.023448684,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,C,11,4866-KIU-0803,CSD16-MEL-0045,CSD16- 10,~30,0.038752036,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,C,12,4866-KIU-0804,CSD16-MEL-0046,CSD16- 10,~30,0.076763588,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,D,1,4866-KIU-0805,CSD16-MEL-0047,CSD16- 10,~30,0.120205361,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,D,2,4866-KIU-0806,CSD16-MEL-0048,CSD16- 10,~30,0.289035889,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,D,3,4866-KIU-0807,CSD16-MEL-0049,CSD16- 10,~30,-0.008638989,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,D,4,4866-KIU-0808,CSD16-MEL-0050,CSD16- 10,~30,0.077257244,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,D,5,4866-KIU-0809,CSD16-MEL-0051,CSD16- 10,~30,0.046156884,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,D,6,4866-KIU-0810,CSD16-MEL-0052,CSD16- 10,~30,0.057017327,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,D,7,4866-KIU-0811,CSD16-MEL-0053,CSD16- 10,~30,0.117243422,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,D,8,4866-KIU-0812,CSD16-MEL-0054,CSD16- 10,~30,0.046650541,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,D,9,4866-KIU-0813,CSD16-MEL-0055,CSD16- 10,~30,0.030359876,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,D,10,4866-KIU-0814,CSD16-MEL-0058,CSD16- 10,~30,0.036283754,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,D,11,4866-KIU-0815,CSD16-MEL-0059,CSD16- 10,~30,0.143407217,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,D,12,4866-KIU-0816,CSD16-MEL-0060,CSD16- 10,~30,0.089598657,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,E,1,4866-KIU-0817,CSD16-MEL-0061,CSD16- 10,~30,0.014562867,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,E,2,4866-KIU-0818,CSD16-MEL-0062,CSD16- 10,~30,0.012588241,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,E,3,4866-KIU-0819,CSD16-MEL-0063,CSD16- 10,~30,0.003702424,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,E,4,4866-KIU-0820,CSD16-MEL-0064,CSD16- 10,~30,0.008638989,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,E,5,4866-KIU-0821,CSD16-MEL-0065,CSD16- 10,~30,0.034802784,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,E,6,4866-KIU-0822,CSD16-MEL-0066,CSD16- 10,~30,0.015056524,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,E,7,4866-KIU-0823,CSD16-MEL-0067,CSD16- 10,~30,0.065409488,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,E,8,4866-KIU-0824,CSD16-MEL-0068,CSD16- 10,~30,0.047637854,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,E,9,4866-KIU-0825,CSD16-MEL-0069,CSD16- 10,~30,0.071827023,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,E,10,4866-KIU-0826,CSD16-MEL-0070,CSD16- 10,~30,0.062447549,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,E,11,4866-KIU-0827,CSD16-MEL-0071,CSD16- 10,~30,0.037764723,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,E,12,4866-KIU-0828,CSD16-MEL-0072,CSD16- 10,~30,0.083674779,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,F,1,4866-KIU-0829,CSD16-MEL-0073,CSD16- 10,~30,0.006170706,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,F,2,4866-KIU-0830,CSD16-MEL-0078,CSD16- 10,~30,0.031840845,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,F,3,4866-KIU-0831,CSD16-MEL-0079,CSD16- 10,~30,0.115762452,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,F,4,4866-KIU-0832,CSD16-MEL-0080,CSD16- 10,~30,0.098978131,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,F,5,4866-KIU-0833,CSD16-MEL-0081,CSD16- 10,~30,0.131065804,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,F,6,4866-KIU-0834,CSD16-MEL-0082,CSD16- 10,~30,0.085155749,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,F,7,4866-KIU-0835,CSD16-MEL-0083,CSD16- 10,~30,0.074788962,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,F,8,4866-KIU-0836,CSD16-MEL-0084,CSD16- 10,~30,0.136496026,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,F,9,4866-KIU-0837,CSD16-MEL-0085,CSD16- 10,~30,0.096509848,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,F,10,4866-KIU-0838,CSD16-MEL-0086,CSD16- 10,~30,0.11329417,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,F,11,4866-KIU-0839,CSD16-MEL-0087,CSD16- 10,~30,0.110825887,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,F,12,4866-KIU-0840,CSD16-MEL-0088,CSD16- 10,~30,0.083674779,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,G,1,4866-KIU-0841,CSD16-MEL-0089,CSD16- 10,~30,0.032828158,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,G,2,4866-KIU-0842,CSD16-MEL-0092,CSD16- 10,~30,0.081700153,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,G,3,4866-KIU-0843,CSD16-MEL-0093,CSD16- 10,~30,0.366046305,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,G,4,4866-KIU-0844,CSD16-MEL-0094,CSD16- 10,~30,0.968307252,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,G,5,4866-KIU-0845,CSD16-MEL-0095,CSD16- 10,~30,0.11329417,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,G,6,4866-KIU-0846,CSD16-MEL-0096,CSD16- 10,~30,0.112800513,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,G,7,4866-KIU-0847,CSD16-MEL-0097,CSD16- 10,~30,0.129584835,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,G,8,4866-KIU-0848,CSD16-MEL-0098,CSD16- 10,~30,0.094535222,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,G,9,4866-KIU-0849,CSD16-MEL-0099,CSD16- 10,~30,0.122673644,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,G,10,4866-KIU-0850,CSD16-MEL-0100,CSD16- 10,~30,0.104408353,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,G,11,4866-KIU-0851,CSD16-MEL-00N1,CSD16- 10,~30,0.150812065,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,G,12,4866-KIU-0852,CSD16-MEL-00N2,CSD16- 10,~30,0.10194007,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,H,1,4866-KIU-0853,CSD16-MEL-00N3,CSD16- 10,~30,0.008638989,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,H,2,4866-KIU-0854,CSD16-MEL-00PS,CSD16- 10,~30,4.006269438,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,H,3,4866-KIU-0855,CSD16-MEL-00NC,CSD16- 10,~30,0.088611344,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
9,H4,,4866-KIU-0856,CSD16-DOH-117,CSD16 - 10,~30,0.316254399,,,,Pico green,Library prep for shot gun sequencing
9,H5,,4866-KIU-0857,CSD16-DOH-118,CSD16 - 10,~30,0.213078116,,,,Pico green,Library prep for shot gun sequencing
9,H6,,4866-KIU-0858,CSD16-DOH-119,CSD16 - 10,~30,0.104278252,,,,Pico green,Library prep for shot gun sequencing
9,H7,,4866-KIU-0859,CSD16-DOH-120,CSD16 - 10,~30,21.3096793,,,,Pico green,Library prep for shot gun sequencing
9,H8,,4866-KIU-0860,CSD16-DOH-121,CSD16 - 10,~30,0.046866196,,,,Pico green,Library prep for shot gun sequencing
9,H9,,4866-KIU-0861,CSD16-DOH-122,CSD16 - 10,~30,0.056862579,,,,Pico green,Library prep for shot gun sequencing
9,H10,,4866-KIU-0862,CSD16-DOH-123,CSD16 - 10,~30,0.066914868,,,,Pico green,Library prep for shot gun sequencing
9,H11,,4866-KIU-0863,CSD16-DOH-124,CSD16 - 10,~30,0.124890927,,,,Pico green,Library prep for shot gun sequencing
9,H12,,4866-KIU-0864,CSD16-DOH-125,CSD16 - 10,~30,0.063926586,,,,Pico green,Library prep for shot gun sequencing
10,A,1,4866-KIU-0865,CSD16-PAR-0001,CSD16- 11,~30,0.17159957,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,A,2,4866-KIU-0866,CSD16-PAR-0002,CSD16- 11,~30,0.231916585,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,A,3,4866-KIU-0867,CSD16-PAR-0003,CSD16- 11,~30,0.10941226,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,A,4,4866-KIU-0868,CSD16-PAR-0004,CSD16- 11,~30,0.090241736,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,A,5,4866-KIU-0869,CSD16-PAR-0005,CSD16- 11,~30,0.100995932,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,A,6,4866-KIU-0870,CSD16-PAR-0006,CSD16- 11,~30,0.071538785,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,A,7,4866-KIU-0871,CSD16-PAR-0007,CSD16- 11,~30,0.007013606,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,A,8,4866-KIU-0872,CSD16-PAR-0008,CSD16- 11,~30,0.045354655,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,A,9,4866-KIU-0873,CSD16-PAR-0009,CSD16- 11,~30,0.051900687,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,A,10,4866-KIU-0874,CSD16-PAR-0010,CSD16- 11,~30,0.050030392,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,A,11,4866-KIU-0875,CSD16-PAR-0011,CSD16- 11,~30,0.100060785,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,A,12,4866-KIU-0876,CSD16-PAR-0012,CSD16- 11,~30,0.089774162,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,B,1,4866-KIU-0877,CSD16-PAR-0013,CSD16- 11,~30,0.102866227,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,B,2,4866-KIU-0878,CSD16-PAR-0014,CSD16- 11,~30,0.098658063,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,B,3,4866-KIU-0879,CSD16-PAR-0015,CSD16- 11,~30,0.053770982,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,B,4,4866-KIU-0880,CSD16-PAR-0016,CSD16- 11,~30,1.153036892,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,B,5,4866-KIU-0881,CSD16-PAR-0017,CSD16- 11,~30,0.072941507,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,B,6,4866-KIU-0882,CSD16-PAR-0028,CSD16- 11,~30,0.150558751,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,B,7,4866-KIU-0883,CSD16-PAR-0029,CSD16- 11,~30,0.10941226,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,B,8,4866-KIU-0884,CSD16-PAR-0030,CSD16- 11,~30,0.074344228,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,B,9,4866-KIU-0885,CSD16-PAR-0031,CSD16- 11,~30,0.062654884,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,B,10,4866-KIU-0886,CSD16-PAR-0032,CSD16- 11,~30,0.041614065,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,B,11,4866-KIU-0887,CSD16-PAR-0033,CSD16- 11,~30,0.149623603,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,B,12,4866-KIU-0888,CSD16-PAR-0034,CSD16- 11,~30,0.083228129,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,C,1,4866-KIU-0889,CSD16-PAR-0035,CSD16- 11,~30,0.079487539,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,C,2,4866-KIU-0890,CSD16-PAR-0036,CSD16- 11,~30,0.587740216,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,C,3,4866-KIU-0891,CSD16-PAR-0037,CSD16- 11,~30,0.210875766,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,C,4,4866-KIU-0892,CSD16-PAR-0038,CSD16- 11,~30,0.228643569,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,C,5,4866-KIU-0893,CSD16-PAR-0039,CSD16- 11,~30,0.11315285,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,C,6,4866-KIU-0894,CSD16-PAR-0040,CSD16- 11,~30,0.218356946,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,C,7,4866-KIU-0895,CSD16-PAR-0041,CSD16- 11,~30,0.051900687,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,C,8,4866-KIU-0896,CSD16-PAR-0042,CSD16- 11,~30,0.219759667,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,C,9,4866-KIU-0897,CSD16-PAR-0043,CSD16- 11,~30,1.08944686,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,C,10,4866-KIU-0898,CSD16-PAR-0044,CSD16- 11,~30,0.163183242,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,C,11,4866-KIU-0899,CSD16-PAR-0045,CSD16- 11,~30,0.580259036,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,C,12,4866-KIU-0900,CSD16-PAR-0046,CSD16- 11,~30,0.373591434,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,D,1,4866-KIU-0901,CSD16-PAR-0047,CSD16- 11,~30,0.290830879,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,D,2,4866-KIU-0902,CSD16-PAR-0048,CSD16- 11,~30,0.040211343,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,D,3,4866-KIU-0903,CSD16-PAR-0049,CSD16- 11,~30,0.06218731,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,D,4,4866-KIU-0904,CSD16-PAR-0050,CSD16- 11,~30,0.04722495,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,D,5,4866-KIU-0905,CSD16-PAR-0051,CSD16- 11,~30,0.072473933,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,D,6,4866-KIU-0906,CSD16-PAR-0052,CSD16- 11,~30,0.165521111,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,D,7,4866-KIU-0907,CSD16-PAR-0053,CSD16- 11,~30,0.268387338,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,D,8,4866-KIU-0908,CSD16-PAR-0054,CSD16- 11,~30,0.270725207,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,D,9,4866-KIU-0909,CSD16-PAR-0055,CSD16- 11,~30,0.048627671,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,D,10,4866-KIU-0910,CSD16-PAR-0056,CSD16- 11,~30,0.161780521,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,D,11,4866-KIU-0911,CSD16-PAR-0066,CSD16- 11,~30,1.888530416,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,D,12,4866-KIU-0912,CSD16-PAR-0067,CSD16- 11,~30,3.653153785,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,E,1,4866-KIU-0913,CSD16-PAR-0081,CSD16- 11,~30,0.050497966,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,E,2,4866-KIU-0914,CSD16-PAR-0082,CSD16- 11,~30,0.087436293,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,E,3,4866-KIU-0915,CSD16-PAR-0083,CSD16- 11,~30,0.097255342,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,E,4,4866-KIU-0916,CSD16-PAR-0084,CSD16- 11,~30,0.385280778,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,E,5,4866-KIU-0917,CSD16-PAR-0085,CSD16- 11,~30,0.705568803,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,E,6,4866-KIU-0918,CSD16-PAR-0086,CSD16- 11,~30,0.353018189,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,E,7,4866-KIU-0919,CSD16-PAR-0087,CSD16- 11,~30,0.145415439,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,E,8,4866-KIU-0920,CSD16-PAR-0088,CSD16- 11,~30,0.108944686,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,E,9,4866-KIU-0921,CSD16-PAR-0089,CSD16- 11,~30,0.144480292,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,E,10,4866-KIU-0922,CSD16-PAR-0090,CSD16- 11,~30,0.134193669,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,E,11,4866-KIU-0923,CSD16-PAR-0091,CSD16- 11,~30,0.08089026,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,E,12,4866-KIU-0924,CSD16-PAR-0092,CSD16- 11,~30,0.067330621,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,F,1,4866-KIU-0925,CSD16-PAR-0093,CSD16- 11,~30,0.038808622,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,F,2,4866-KIU-0926,CSD16-PAR-0094,CSD16- 11,~30,0.057043999,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,F,3,4866-KIU-0927,CSD16-PAR-0095,CSD16- 11,~30,0.034600458,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,F,4,4866-KIU-0928,CSD16-PAR-0096,CSD16- 11,~30,0.189367373,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,F,5,4866-KIU-0929,CSD16-PAR-0097,CSD16- 11,~30,0.144947866,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,F,6,4866-KIU-0930,CSD16-PAR-0098,CSD16- 11,~30,0.377799598,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,F,7,4866-KIU-0931,CSD16-PAR-0100,CSD16- 11,~30,0.055173704,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,F,8,4866-KIU-0932,CSD16-PAR-0101,CSD16- 11,~30,0.130920653,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,F,9,4866-KIU-0933,CSD16-PAR-0102,CSD16- 11,~30,0.216486651,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,F,10,4866-KIU-0934,CSD16-PAR-0103,CSD16- 11,~30,0.12063403,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,F,11,4866-KIU-0935,CSD16-PAR-0104,CSD16- 11,~30,0.057511572,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,F,12,4866-KIU-0936,CSD16-PAR-0105,CSD16- 11,~30,0.114087997,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,G,1,4866-KIU-0937,CSD16-PAR-0110,CSD16- 11,~30,0.038341048,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,G,2,4866-KIU-0938,CSD16-PAR-0111,CSD16- 11,~30,0.070603638,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,G,3,4866-KIU-0939,CSD16-PAR-0112,CSD16- 11,~30,0.077617244,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,G,4,4866-KIU-0940,CSD16-PAR-air_neg_contr_1,CSD16- 11,~30,0.037405901,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,G,5,4866-KIU-0941,CSD16-PAR-air_neg_contr_2,CSD16- 11,~30,0.030392294,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,G,6,4866-KIU-0942,CSD16-PAR-air_neg_contr_3,CSD16- 11,~30,0.021975967,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,G,7,4866-KIU-0943,CSD16-PAR-ZPC1,CSD16- 11,~30,5.412633843,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,G,8,4866-KIU-0944,CSD16-PAR-ZPC2,CSD16- 11,~30,3.064478421,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,G,9,4866-KIU-0945,CSD16-PAR-CNC,CSD16- 11,~30,0.046757376,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
10,G10,,4866-KIU-0946,CSD16-MRS-0122,CSD16-11,~30,5.639931938,,,,Pico green,Library prep for shot gun sequencing
10,G11,,4866-KIU-0947,CSD16-MRS-0123,CSD16-11,~30,0.0724156,,,,Pico green,Library prep for shot gun sequencing
